"Recip_County","FIPS","year","total_vacc"
"Broome County","36007",2021,116616
"Broome County","36007",2022,124978
"Broomfield County","08014",2020,0
"Broomfield County","08014",2021,54935
"Broomfield County","08014",2022,58797
"Broward County","12011",2020,282
"Broward County","12011",2021,1329242
"Broward County","12011",2022,1432106
"Brown County","17009",2020,0
"Brown County","17009",2021,3269
"Brown County","17009",2022,3578
"Brown County","18013",2020,0
"Brown County","18013",2021,7275
"Brown County","18013",2022,8083
"Brown County","20013",2020,0
"Brown County","20013",2021,5492
"Brown County","20013",2022,6069
"Brown County","27015",2020,0
"Brown County","27015",2021,15937
"Brown County","27015",2022,16862
"Brown County","31017",2020,0
"Brown County","31017",2021,1034
"Brown County","31017",2022,1126
"Brown County","39015",2020,0
"Brown County","39015",2021,16932
"Brown County","39015",2022,18452
"Brown County","46013",2020,0
"Brown County","46013",2021,20946
"Brown County","46013",2022,23458
"Brown County","48049",2020,0
"Brown County","48049",2021,15032
"Brown County","48049",2022,15804
"Brown County","55009",2020,0
"Brown County","55009",2021,163514
"Brown County","55009",2022,178140
"Brule County","46015",2020,0
"Brule County","46015",2021,2747
"Brule County","46015",2022,3295
"Brunswick County","37019",2020,0
"Brunswick County","37019",2021,84837
"Brunswick County","37019",2022,102014
"Brunswick County","51025",2020,0
"Brunswick County","51025",2021,7884
"Brunswick County","51025",2022,9026
"Bryan County","13029",2020,0
"Bryan County","13029",2021,14325
"Bryan County","13029",2022,22169
"Bryan County","40013",2020,0
"Bryan County","40013",2021,19276
"Bryan County","40013",2022,21675
"Buchanan County","19019",2020,0
"Buchanan County","19019",2021,10927
"Buchanan County","19019",2022,11682
"Buchanan County","29021",2020,0
"Buchanan County","29021",2021,32152
"Buchanan County","29021",2022,35203
"Buchanan County","51027",2020,0
"Buchanan County","51027",2021,9664
"Buchanan County","51027",2022,10232
"Buckingham County","51029",2020,0
"Buckingham County","51029",2021,6594
"Buckingham County","51029",2022,6829
"Bucks County","42017",2020,0
"Bucks County","42017",2021,430292
"Bucks County","42017",2022,501518
"Buena Vista County","19021",2020,0
"Buena Vista County","19021",2021,12641
"Buena Vista County","19021",2022,14000
"Buena Vista city","51530",2020,0
"Buena Vista city","51530",2021,0
"Buena Vista city","51530",2022,2403
"Buffalo County","31019",2020,0
"Buffalo County","31019",2021,19645
"Buffalo County","31019",2022,21813
"Buffalo County","46017",2020,0
"Buffalo County","46017",2021,1110
"Buffalo County","46017",2022,1263
"Buffalo County","55011",2020,0
"Buffalo County","55011",2021,6339
"Buffalo County","55011",2022,6753
"Bullitt County","21029",2020,0
"Bullitt County","21029",2021,35165
"Bullitt County","21029",2022,38261
"Bulloch County","13031",2020,0
"Bulloch County","13031",2021,22350
"Bulloch County","13031",2022,28200
"Bullock County","01011",2020,0
"Bullock County","01011",2021,4856
"Bullock County","01011",2022,5715
"Buncombe County","37021",2020,0
"Buncombe County","37021",2021,167083
"Buncombe County","37021",2022,196633
"Bureau County","17011",2020,0
"Bureau County","17011",2021,17715
"Bureau County","17011",2022,19181
"Burke County","13033",2020,0
"Burke County","13033",2021,10106
"Burke County","13033",2022,13213
"Burke County","37023",2020,0
"Burke County","37023",2021,40578
"Burke County","37023",2022,46427
"Burke County","38013",2020,0
"Burke County","38013",2021,806
"Burke County","38013",2022,871
"Burleigh County","38015",2020,0
"Burleigh County","38015",2021,46669
"Burleigh County","38015",2022,51286
"Burleson County","48051",2020,0
"Burleson County","48051",2021,8655
"Burleson County","48051",2022,9148
"Burlington County","34005",2020,0
"Burlington County","34005",2021,316385
"Burlington County","34005",2022,349402
"Burnet County","48053",2020,0
"Burnet County","48053",2021,24314
"Burnet County","48053",2022,26413
"Burnett County","55013",2020,0
"Burnett County","55013",2021,8388
"Burnett County","55013",2022,9273
"Burt County","31021",2020,0
"Burt County","31021",2021,3645
"Burt County","31021",2022,3911
"Butler County","01013",2020,0
"Butler County","01013",2021,7276
"Butler County","01013",2022,7939
"Butler County","19023",2020,0
"Butler County","19023",2021,8036
"Butler County","19023",2022,8474
"Butler County","20015",2020,0
"Butler County","20015",2021,30465
"Butler County","20015",2022,34115
"Butler County","21031",2020,0
"Butler County","21031",2021,5525
"Butler County","21031",2022,6037
"Butler County","29023",2020,0
"Butler County","29023",2021,13940
"Butler County","29023",2022,15254
"Butler County","31023",2020,0
"Butler County","31023",2021,3903
"Butler County","31023",2022,4224
"Butler County","39017",2020,0
"Butler County","39017",2021,206869
"Butler County","39017",2022,225502
"Butler County","42019",2020,0
"Butler County","42019",2021,115771
"Butler County","42019",2022,127074
"Butte County","06007",2020,0
"Butte County","06007",2021,111101
"Butte County","06007",2022,121234
"Butte County","16023",2020,0
"Butte County","16023",2021,1140
"Butte County","16023",2022,1310
"Butte County","46019",2020,0
"Butte County","46019",2021,3952
"Butte County","46019",2022,4400
"Butts County","13035",2020,0
"Butts County","13035",2021,4053
"Butts County","13035",2022,8829
"Cabarrus County","37025",2020,0
"Cabarrus County","37025",2021,115619
"Cabarrus County","37025",2022,135284
"Cabell County","54011",2020,0
"Cabell County","54011",2021,53377
"Cabell County","54011",2022,57412
"Cabo Rojo Municipio","72023",2020,0
"Cabo Rojo Municipio","72023",2021,32706
"Cabo Rojo Municipio","72023",2022,36184
"Cache County","49005",2020,0
"Cache County","49005",2021,69204
"Cache County","49005",2022,77288
"Caddo County","40015",2020,0
"Caddo County","40015",2021,17350
"Caddo County","40015",2022,19593
"Caddo Parish","22017",2020,0
"Caddo Parish","22017",2021,110709
"Caddo Parish","22017",2022,119787
"Caguas Municipio","72025",2020,0
"Caguas Municipio","72025",2021,95024
"Caguas Municipio","72025",2022,108484
"Calaveras County","06009",2020,0
"Calaveras County","06009",2021,27943
"Calaveras County","06009",2022,20265
"Calcasieu Parish","22019",2020,0
"Calcasieu Parish","22019",2021,81833
"Calcasieu Parish","22019",2022,88787
"Caldwell County","21033",2020,0
"Caldwell County","21033",2021,6277
"Caldwell County","21033",2022,6817
"Caldwell County","29025",2020,0
"Caldwell County","29025",2021,3397
"Caldwell County","29025",2022,3638
"Caldwell County","37027",2020,0
"Caldwell County","37027",2021,37247
"Caldwell County","37027",2022,41443
"Caldwell County","48055",2020,0
"Caldwell County","48055",2021,22855
"Caldwell County","48055",2022,25028
"Caldwell Parish","22021",2020,0
"Caldwell Parish","22021",2021,3668
"Caldwell Parish","22021",2022,3952
"Caledonia County","50005",2020,0
"Caledonia County","50005",2021,10528
"Caledonia County","50005",2022,11557
"Calhoun County","01015",2020,0
"Calhoun County","01015",2021,51449
"Calhoun County","01015",2022,55428
"Calhoun County","05013",2020,0
"Calhoun County","05013",2021,1826
"Calhoun County","05013",2022,2064
"Calhoun County","12013",2020,0
"Calhoun County","12013",2021,4719
"Calhoun County","12013",2022,5005
"Calhoun County","13037",2020,0
"Calhoun County","13037",2021,1547
"Calhoun County","13037",2022,3088
"Calhoun County","17013",2020,0
"Calhoun County","17013",2021,2082
"Calhoun County","17013",2022,2524
"Calhoun County","19025",2020,0
"Calhoun County","19025",2021,5549
"Calhoun County","19025",2022,5906
"Calhoun County","26025",2020,0
"Calhoun County","26025",2021,66930
"Calhoun County","26025",2022,72092
"Calhoun County","28013",2020,0
"Calhoun County","28013",2021,6017
"Calhoun County","28013",2022,6583
"Calhoun County","45017",2020,0
"Calhoun County","45017",2021,5438
"Calhoun County","45017",2022,6234
"Calhoun County","48057",2020,0
"Calhoun County","48057",2021,10499
"Calhoun County","48057",2022,11022
"Calhoun County","54013",2020,0
"Calhoun County","54013",2021,2346
"Calhoun County","54013",2022,2540
"Callahan County","48059",2020,0
"Callahan County","48059",2021,4961
"Callahan County","48059",2022,5889
"Callaway County","29027",2020,0
"Callaway County","29027",2021,20111
"Callaway County","29027",2022,22350
"Calloway County","21035",2020,0
"Calloway County","21035",2021,16977
"Calloway County","21035",2022,18681
"Calumet County","55015",2020,0
"Calumet County","55015",2021,26949
"Calumet County","55015",2022,28993
"Calvert County","24009",2020,0
"Calvert County","24009",2021,61510
"Calvert County","24009",2022,68088
"Camas County","16025",2020,0
"Camas County","16025",2021,442
"Camas County","16025",2022,491
"Cambria County","42021",2020,0
"Cambria County","42021",2021,69580
"Cambria County","42021",2022,76161
"Camden County","13039",2020,0
"Camden County","13039",2021,25510
"Camden County","13039",2022,31707
"Camden County","29029",2020,0
"Camden County","29029",2021,19880
"Camden County","29029",2022,21919
"Camden County","34007",2020,0
"Camden County","34007",2021,326686
"Camden County","34007",2022,368634
"Camden County","37029",2020,0
"Camden County","37029",2021,5985
"Camden County","37029",2022,7184
"Cameron County","42023",2020,0
"Cameron County","42023",2021,2365
"Cameron County","42023",2022,2511
"Cameron County","48061",2020,0
"Cameron County","48061",2021,307308
"Cameron County","48061",2022,344084
"Cameron Parish","22023",2020,0
"Cameron Parish","22023",2021,1201
"Cameron Parish","22023",2022,1282
"Camp County","48063",2020,0
"Camp County","48063",2021,4940
"Camp County","48063",2022,5338
"Campbell County","21037",2020,0
"Campbell County","21037",2021,56533
"Campbell County","21037",2022,62577
"Campbell County","46021",2020,0
"Campbell County","46021",2021,628
"Campbell County","46021",2022,674
"Campbell County","47013",2020,0
"Campbell County","47013",2021,16653
"Campbell County","47013",2022,18041
"Campbell County","51031",2020,0
"Campbell County","51031",2021,21550
"Campbell County","51031",2022,22170
"Campbell County","56005",2020,0
"Campbell County","56005",2021,12983
"Campbell County","56005",2022,14934
"Camuy Municipio","72027",2020,0
"Camuy Municipio","72027",2021,22485
"Camuy Municipio","72027",2022,24904
"Canadian County","40017",2020,0
"Canadian County","40017",2021,81618
"Canadian County","40017",2022,91326
"Candler County","13043",2020,0
"Candler County","13043",2021,2385
"Candler County","13043",2022,4705
"Cannon County","47015",2020,0
"Cannon County","47015",2021,4465
"Cannon County","47015",2022,4872
"Canovanas Municipio","72029",2020,0
"Canovanas Municipio","72029",2021,32162
"Canovanas Municipio","72029",2022,36717
"Canyon County","16027",2020,0
"Canyon County","16027",2021,90590
"Canyon County","16027",2022,111071
"Cape Girardeau County","29031",2020,0
"Cape Girardeau County","29031",2021,36710
"Cape Girardeau County","29031",2022,40022
"Cape May County","34009",2020,0
"Cape May County","34009",2021,64945
"Cape May County","34009",2022,72385
"Carbon County","30009",2020,0
"Carbon County","30009",2021,4928
"Carbon County","30009",2022,5238
"Carbon County","42025",2020,0
"Carbon County","42025",2021,36881
"Carbon County","42025",2022,40686
"Carbon County","49007",2020,0
"Carbon County","49007",2021,9429
"Carbon County","49007",2022,10451
"Carbon County","56007",2020,0
"Carbon County","56007",2021,6293
"Carbon County","56007",2022,7146
"Caribou County","16029",2020,0
"Caribou County","16029",2021,2556
"Caribou County","16029",2022,2972
"Carlisle County","21039",2020,0
"Carlisle County","21039",2021,1869
"Carlisle County","21039",2022,2003
"Carlton County","27017",2020,0
"Carlton County","27017",2021,22235
"Carlton County","27017",2022,24009
"Carolina Municipio","72031",2020,0
"Carolina Municipio","72031",2021,110455
"Carolina Municipio","72031",2022,126897
"Caroline County","24011",2020,0
"Caroline County","24011",2021,18034
"Caroline County","24011",2022,19676
"Caroline County","51033",2020,0
"Caroline County","51033",2021,11855
"Caroline County","51033",2022,13345
"Carroll County","05015",2020,0
"Carroll County","05015",2021,13011
"Carroll County","05015",2022,14327
"Carroll County","13045",2020,0
"Carroll County","13045",2021,30277
"Carroll County","13045",2022,47182
"Carroll County","17015",2020,0
"Carroll County","17015",2021,8627
"Carroll County","17015",2022,9702
"Carroll County","18015",2020,0
"Carroll County","18015",2021,6665
"Carroll County","18015",2022,7826
"Carroll County","19027",2020,0
"Carroll County","19027",2021,12059
"Carroll County","19027",2022,12718
"Carroll County","21041",2020,0
"Carroll County","21041",2021,4699
"Carroll County","21041",2022,5124
"Carroll County","24013",2020,0
"Carroll County","24013",2021,118681
"Carroll County","24013",2022,125630
"Carroll County","28015",2020,0
"Carroll County","28015",2021,3906
"Carroll County","28015",2022,4260
"Carroll County","29033",2020,0
"Carroll County","29033",2021,4130
"Carroll County","29033",2022,4409
"Carroll County","33003",2020,0
"Carroll County","33003",2021,34313
"Carroll County","33003",2022,35613
"Carroll County","39019",2020,0
"Carroll County","39019",2021,11309
"Carroll County","39019",2022,12136
"Carroll County","47017",2020,0
"Carroll County","47017",2021,12813
"Carroll County","47017",2022,13957
"Carroll County","51035",2020,0
"Carroll County","51035",2021,9612
"Carroll County","51035",2022,10082
"Carson City","32510",2020,0
"Carson City","32510",2021,34232
